出口国,进口国,税则号,商品名称,关税
US,CN,8480419010,"为制造航空器结构件或航天器结构件、航空发动机或航天发动机或为上述物项专门设计的部件而专门设计用于钛、铝及其合金超塑成形/扩散连接的注模或压模其他金属、硬质合金用注模或压模金属,硬质合金用型模金属或金属碳化物模具型模底板；金属用型模（锭模除外）,硬质合金,玻璃,矿物材料,橡胶或塑料用型模：金属铸造用型箱；阳模",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8480419020,"专门设计用于燃气涡轮发动机/燃气轮机的高温合金、钛合金或金属间化合物等材料的盘片固态连接所需的注模或压模其他金属、硬质合金用注模或压模金属,硬质合金用型模金属或金属碳化物模具型模底板；金属用型模（锭模除外）,硬质合金,玻璃,矿物材料,橡胶或塑料用型模：金属铸造用型箱；阳模",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8480419090,"其他金属或硬质合金用注模或压模其他金属、硬质合金用注模或压模金属,硬质合金用型模金属或金属碳化物模具型模底板；金属用型模（锭模除外）,硬质合金,玻璃,矿物材料,橡胶或塑料用型模：金属铸造用型箱；阳模",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8480490010,"专门设计用于制造燃气涡轮发动机/燃气轮机叶片、导向器、机匣等涡轮构型部件的精密铸造蜡模模组其他金属、硬质合金用其他型模金属或金属碳化物模具型模底板；金属用型模（锭模除外）,硬质合金,玻璃,矿物材料,橡胶或塑料用型模：金属铸造用型箱；阳模",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8480490090,"其他金属、硬质合金用其他型模其他金属、硬质合金用其他型模金属或金属碳化物模具型模底板；金属用型模（锭模除外）,硬质合金,玻璃,矿物材料,橡胶或塑料用型模：金属铸造用型箱；阳模",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84805000,玻璃用型模,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8480600010,"专门设计用于制造燃气涡轮发动机/燃气轮机叶片、导向器、机匣等涡轮构型部件的精密铸造中间产品(包括陶瓷型芯、蜡模模组、型壳)的模具矿物材料用型模型模底板；金属用型模（锭模除外）,硬质合金,玻璃,矿物材料,橡胶或塑料用型模：金属铸造用型箱；阳模",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8480600090,"其他矿物材料用型模矿物材料用型模型模底板；金属用型模（锭模除外）,硬质合金,玻璃,矿物材料,橡胶或塑料用型模：金属铸造用型箱；阳模",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84807110,硫化轮胎用囊式型模,进口关税: 0.0 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8480719020,"专门设计用于制造航天服面窗的模具(注模)其他塑料或橡胶用型模橡胶或塑料模具型模底板；金属用型模（锭模除外）,硬质合金,玻璃,矿物材料,橡胶或塑料用型模：金属铸造用型箱；阳模",进口关税: 0.0 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8480719090,其他塑料或橡胶用注模或压模,进口关税: 0.0 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84807900,塑料或橡胶用其他型模,进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481100001,喷灌设备用减压阀,进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481100090,其他减压阀,进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481201010,"飞机发动机用液压传动阀油压的油压或气压传动阀用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481201090,"其他油压传动阀油压的油压或气压传动阀用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481202010,"飞机发动机用气压传动阀气压的油压或气压传动阀用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481202090,"其他气压传动阀气压的油压或气压传动阀用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84813000,止回阀,进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84814000,安全阀或溢流阀,进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481802110,两用物项管制的电磁式换向阀,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481802190,其他电磁式换向阀,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481802910,两用物项管制的其他换向阀,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481802990,其他换向阀,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481803110,两用物项管制的电子膨胀流量阀,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481803190,其他电子膨胀流量阀,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481803910,两用物项管制的其他流量阀,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481803920,"飞机发动机用流量阀其他流量阀其他器具用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481803930,"专用或主要用于半导体器件、集成电路或平板显示器制造设备用的气体流量阀(流量控制范围：满量程的2%-100%)其他流量阀其他器具用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481803990,其他流量阀,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481804010,两用物项管制的其他阀门,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481804020,"高压涡轮间隙控制阀门其他阀门其他器具用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481804030,"废气再循环阀其他阀门其他器具用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481804040,"飞机发动机用预冷控制阀门其他阀门其他器具用于管道,锅炉,罐,桶或类似品的龙头,旋塞,阀门及类似装置,包括减压阀及恒温控制阀",进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8481804090,其他阀门,进口关税: 7.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84818090,未列名龙头、旋塞及类似装置,进口关税: 5.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84819010,阀门用零件,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84819090,"龙头,旋塞及类似装置的零件",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482101010,绝缘调心球轴承调心球轴承滚珠轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482101090,其他调心球轴承调心球轴承滚珠轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84821020,深沟球轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482103010,医疗设备用角接触球轴承（内圈直径 ≥790毫米，额定载荷≥850千克，转速≥200转每分钟）角接触轴承滚珠轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482103090,其他角接触球轴承角接触轴承滚珠轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482104011,飞机发动机用外径30CM的推力球轴承飞机发动机用推力球轴承推力球轴承滚珠轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482104019,飞机发动机用其他推力球轴承飞机发动机用推力球轴承推力球轴承滚珠轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482104090,其他推力球轴承推力球轴承滚珠轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84821090,其他滚珠轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482200010,6兆瓦及以上风力发电机用锥形滚子轴承锥形滚子轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482200090,其他锥形滚子轴承锥形滚子轴承滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84823000,鼓形滚子轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482400010,飞机发动机用滚针轴承滚针轴承，包括保持架和滚针组件滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482400090,其他滚针轴承滚针轴承，包括保持架和滚针组件滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482500010,三环、二环偏心滚动轴承，飞机发动机主推进轴用滚子轴承除外其他圆柱形滚子轴承，包括保持架和滚子组件滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482500020,飞机发动机主推进轴用滚子轴承其他圆柱形滚子轴承，包括保持架和滚子组件滚动轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8482500090,其他圆柱形滚子轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84828000,其他滚动轴承及球、柱混合轴承,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84829100,滚珠、滚针及滚柱,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84829900,滚动轴承的其他零件,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84831011,船舶用柴油机曲轴,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84831019,其他船舶用传动轴,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8483109010,"飞机发动机用传动轴其他传动轴（包括凸轮轴及曲柄轴）及曲柄传动轴（包括凸轮轴及曲柄轴）及曲柄；滚珠或滚子螺杆传动装置；离合器及联轴器（包括万向节）：轴承座及滑动轴承；飞轮及滑轮,包括滑轮组；齿轮及齿轮传动装置；齿轮箱及其他变速装置,包括扭矩变换器",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8483109090,"其他传动轴及曲柄其他传动轴（包括凸轮轴及曲柄轴）及曲柄传动轴（包括凸轮轴及曲柄轴）及曲柄；滚珠或滚子螺杆传动装置；离合器及联轴器（包括万向节）：轴承座及滑动轴承；飞轮及滑轮,包括滑轮组；齿轮及齿轮传动装置；齿轮箱及其他变速装置,包括扭矩变换器",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84832000,装有滚珠或滚子轴承的轴承座,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8483300030,"磁悬浮轴承（轴承组合件, 由悬浮在充满阻尼介质的环形磁铁组成）；轴承/阻尼器（安装在阻尼器上的具有枢轴/盖的轴承）未装有滚珠或滚子轴承的轴承座；滑动轴承传动轴（包括凸轮轴及曲柄轴）及曲柄；滚珠或滚子螺杆传动装置；离合器及联轴器（包括万向节）：轴承座及滑动轴承；飞轮及滑轮,包括滑轮组；齿轮及齿轮传动装置；齿轮箱及其他变速装置,包括扭矩变换器",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8483300090,其他未装有滚珠或滚子轴承的轴承座;其他滑动轴承,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8483401010,"飞机水平尾翼螺旋杆滚子螺杆传动装置滚珠或滚子螺杆传动装置；齿轮及齿轮传动装置,但单独进口或出口的带齿的轮,链轮及其他传动件除外；齿轮箱及其他变速装置,包括扭矩变换器传动轴（包括凸轮轴及曲柄轴）及曲柄；滚珠或滚子螺杆传动装置；离合器及联轴器（包括万向节）：轴承座及滑动轴承；飞轮及滑轮,包括滑轮组；齿轮及齿轮传动装置；齿轮箱及其他变速装置,包括扭矩变换器",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8483401090,"其他滚子螺杆传动装置滚子螺杆传动装置滚珠或滚子螺杆传动装置；齿轮及齿轮传动装置,但单独进口或出口的带齿的轮,链轮及其他传动件除外；齿轮箱及其他变速装置,包括扭矩变换器传动轴（包括凸轮轴及曲柄轴）及曲柄；滚珠或滚子螺杆传动装置；离合器及联轴器（包括万向节）：轴承座及滑动轴承；飞轮及滑轮,包括滑轮组；齿轮及齿轮传动装置；齿轮箱及其他变速装置,包括扭矩变换器",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,84834020,行星齿轮减速器,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,8483409010,"飞机发动机用齿轮传动装置（齿轮箱）其他滚珠或滚子螺杆传动装置；齿轮及齿轮传动装置,但单独进口或出口的带齿的轮,链轮及其他传动件除外；齿轮箱及其他变速装置,包括扭矩变换器传动轴（包括凸轮轴及曲柄轴）及曲柄；滚珠或滚子螺杆传动装置；离合器及联轴器（包括万向节）：轴承座及滑动轴承；飞轮及滑轮,包括滑轮组；齿轮及齿轮传动装置；齿轮箱及其他变速装置,包括扭矩变换器",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
