出口国,进口国,税则号,商品名称,关税
US,CN,61044200,棉制针织或钩编连衣裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61044300,合成纤维制针织或钩编的女式连衣裙,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61044400,人造纤维制针织或钩编的女式连衣裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61044900,其他纺织材料制针织或钩编的女式连衣裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61045100,毛制针织或钩编裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61045200,棉制针织裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61045300,合成纤维制针织或钩编的女式裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61045900,其他纺织材料制针织或钩编女式裙子及裙裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61046100,毛制针织或钩编的女裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6104620010,棉制针织或钩编护胸背带女工装裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6104620090,棉制针织或钩编其他女裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6104630010,合成纤维制护胸背带女工装裤,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6104630090,"其他合成纤维制针织或钩编女裤合成纤维制长裤,护胸背带工装裤,马裤及短裤针织或钩编的女式西服套装,便服套装,上衣,连衣裙,裙子,裙裤,长裤,护胸背带工装裤,马裤及短裤,游泳服除外",进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61046900,其他纺织材料制针织或钩编的女裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6105100010,棉制针织或钩编男童游戏套装衬衫棉制针织或钩编的男衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6105100090,其他棉制针织或钩编其他男衬衫棉制针织或钩编的男衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6105200010,化纤针织或钩编男童游戏套装衬衫化学纤维制针织或钩编的男衬衫,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6105200090,其他化纤制针织或钩编其他男衬衫化学纤维制针织或钩编的男衬衫,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61059000,其他纺织材料制针织或钩编的男衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6106100010,棉制针织或钩编女童游戏套装衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6106100090,棉制针织或钩编其他女衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6106200020,其他化纤制女童游戏套装衬衫,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6106200090,其他化纤针织或钩编未列名女衬衫,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61069000,其他纺织材料制针织或钩编的女衬衫,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61071100,棉制针织或钩编男内裤及三角裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61071200,化纤制针织或钩编男内裤及三角裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61071910,丝及绢丝制针织或钩编的男内裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61071990,未列名纺织材料制针织或钩编的男内裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61072100,棉制针织或钩编男长睡衣及睡衣裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61072200,化纤制针织或钩编男睡衣裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61072910,丝及绢丝制针织或钩编男长睡衣及睡衣裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61072990,未列名纺材制针织或钩编男长睡衣及睡衣裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61079100,棉制针织或钩编的男浴衣、晨衣及类似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61079910,化学纤维制其他男睡衣裤、浴衣、晨衣等,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61079990,其他纺织材料制其他男睡衣裤、浴衣、晨衣等,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61081100,化纤制针织或钩编长衬裙及衬裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61081910,棉制针织或钩编女式长衬裙及衬裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61081920,丝及绢丝制针织或钩编的女衬裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61081990,其他纺织材料制女式长衬裙及衬裙,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61082100,棉制针织或钩编女三角裤及短衬裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6108220010,化纤制一次性女三角裤及短衬裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6108220090,化纤制其他女三角裤及短衬裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61082910,丝及绢丝制针织或钩编女三角裤及短衬裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61082990,未列名纺材制针织或钩编女三角裤及短衬裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61083100,棉制针织或钩编女睡衣及睡衣裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61083200,化纤制针织或钩编女睡衣及睡衣裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61083910,丝及绢丝制针织或钩编的女睡衣及睡衣裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61083990,未列名纺材制针织或钩编的女睡衣及睡衣裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61089100,棉制针织或钩编的女浴衣、晨衣及类似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61089200,化纤制针织或钩编女浴衣、晨衣及类似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61089900,其他纺材制针织或钩编女浴衣、晨衣及类似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61091000,棉制针织或钩编的Ｔ恤衫、汗衫、背心,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61099010,丝及绢丝制针织或钩编Ｔ恤衫、汗衫、背心,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61099090,未列名纺材制针织或钩编Ｔ恤衫、汗衫、背心,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61101100,羊毛制针织钩编套头衫开襟衫外穿背心及似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61101200,喀什米尔山羊细毛制针织钩编套头衫开襟衫等,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61101910,其他山羊细毛制针织钩编套头衫开襟衫等,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61101920,兔毛制针织钩编套头衫、开襟衫、外穿背心等,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61101990,其他细毛制针织钩编套头衫开襟衫外穿背心等,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6110200010,"棉制儿童游戏套装紧身衫及套头衫棉制针织或钩编的套头衫,开襟衫,背心及类似品",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6110200090,"其他棉制针织或钩编的套头衫、开襟衫、马甲（背心）及类似品棉制针织或钩编的套头衫,开襟衫,背心及类似品",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6110300010,"化纤制儿童游戏套装紧身衫及套头衫化学纤维制针织或钩编的套头衫,开襟衫,背心及类似品",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6110300090,"其他化纤制针织或钩编的套头衫、开襟衫、马甲（背心）及类似品化学纤维制针织或钩编的套头衫,开襟衫,背心及类似品",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61109010,丝及绢丝针织钩编套头衫开襟衫及外穿背心等,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61109090,其他纺材针织钩编套头衫开襟衫及外穿背心等,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61112000,棉制针织或钩编的婴儿服装及衣着附件,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61113000,合成纤维制针织或钩编婴儿服装及衣着附件,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61119010,毛制针织或钩编婴儿服装及衣着附件,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61119090,其他材料制针织或钩编婴儿服装及衣着附件,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61121100,棉制针织或钩编的运动服,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61121200,合成纤维制针织或钩编的运动服,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61121900,其他纺织材料制针织或钩编的运动服,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61122010,棉制针织或钩编滑雪服,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61122090,其他纺织材料制针织或钩编的滑雪服,进口关税: 10.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61123100,合纤制针织或钩编男式游泳服,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61123900,其他纺织材料制针织或钩编的男式游泳服,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61124100,合纤制针织或钩编女式游泳服,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61124900,其他纺织材料制针织或钩编的女式游泳服,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61130000,5903、5906或5907的针织物或钩编织物制服装,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6114200011,棉制针织或钩编儿童非保暖连身裤,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6114200020,棉制针织或钩编男成人及男童TOPS棉制针织或钩编的其他服装,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6114200040,棉制针织或钩编夏服、水洗服,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6114200090,棉制针织或钩编其他服装,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6114300020,化纤针织或钩编男成人及男童TOPS化学纤维制针织或钩编的其他服装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6114300090,化纤针织或钩编其他服装,进口关税: 8.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61149010,毛制针织或钩编其他服装,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61149090,其他纺织材料制其他服装,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61151000,渐紧压袜类,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61152100,每根单丝细度＜67分特的合成纤维,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61152200,每根单丝细度≥67分特的合成纤维,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61152910,棉制针织或钩编连裤袜及紧身裤袜,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61152990,其他纺织材料制针织或钩编连裤袜,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61153000,其他女式长统袜及中统袜，单丝细度＜67分特,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61159400,毛制针织或钩编短袜及其他袜类,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6115950011,棉制针织或钩编矫正袜,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,6115950019,棉制针织或钩编短袜及其他袜类,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61159600,合成纤维制其他袜,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61159900,其他纺织材料制其他袜,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61161000,用塑料或橡胶浸、涂或包覆的针织或钩编手套,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61169100,毛制其他针织或钩编手套,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61169200,棉制其他针织或钩编手套,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61169300,其他合成纤维制针织或钩编的手套,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61169900,未列名纺织材料制针织或钩编的手套,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61171011,山羊绒制披巾、头巾、围巾、披纱、面纱及类似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61171019,其他动物细毛制披巾、头巾、围巾、披纱、面纱及类似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61171020,羊毛制披巾、头巾、围巾、披纱、面纱及类似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61171090,其他纺织材料制披巾、头巾、围巾、披纱、面纱及类似品,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61178010,领带及领结,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61178090,其他衣着附件,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,61179000,针织或钩编的服装或衣着附件的零件,进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
US,CN,62012000,"毛制男式大衣、斗篷大衣,雨衣,短大衣,斗篷,短斗篷及类似品男式大衣,短大衣,斗篷,短斗篷,带风帽的防寒短上衣,（包括滑雪短上衣）,防风衣,防风短上衣及类似品,但税号62.03的货品除外",进口关税: 6.0 % CIF 【备注】最惠国税率 (MFN); 消费税（CONSUMPTION_TAX）: 0.0; 增值税（VAT）: 13.0 % (CIFD + CONSUMPTION_TAX)
